,clustering_coef,degree_centrality,closeness_centrality,betweenness_centrality
657748,0,0.00031347962382445143,0.0004179728317659352,0.0
657749,0,0.00031347962382445143,0.0004179728317659352,0.0
120717,0,0.00031347962382445143,0.00031347962382445143,0.0
120718,0,0.00031347962382445143,0.00031347962382445143,0.0
413628,0,0.00031347962382445143,0.00031347962382445143,0.0
413629,0,0.00031347962382445143,0.00031347962382445143,0.0
120692,0,0.00031347962382445143,0.00031347962382445143,0.0
120693,0,0.00031347962382445143,0.00031347962382445143,0.0
120827,0,0.00031347962382445143,0.00031347962382445143,0.0
120828,0,0.00031347962382445143,0.00031347962382445143,0.0
120844,0,0.00031347962382445143,0.00031347962382445143,0.0
657821,0,0.00031347962382445143,0.00031347962382445143,0.0
120870,0,0.00031347962382445143,0.00031347962382445143,0.0
120872,0,0.00031347962382445143,0.00031347962382445143,0.0
120884,0,0.00031347962382445143,0.00031347962382445143,0.0
120885,0,0.00031347962382445143,0.00031347962382445143,0.0
121395,0,0.00031347962382445143,0.00031347962382445143,0.0
121396,0,0.00031347962382445143,0.00031347962382445143,0.0
121460,0,0.00031347962382445143,0.00031347962382445143,0.0
121465,0,0.00031347962382445143,0.00031347962382445143,0.0
413381,0,0.00031347962382445143,0.00031347962382445143,0.0
413385,0,0.00031347962382445143,0.00031347962382445143,0.0
413386,0,0.00031347962382445143,0.00031347962382445143,0.0
413387,0,0.00031347962382445143,0.00031347962382445143,0.0
413597,0,0.00031347962382445143,0.00031347962382445143,0.0
413601,0,0.00031347962382445143,0.00031347962382445143,0.0
413706,0,0.00031347962382445143,0.00031347962382445143,0.0
413708,0,0.00031347962382445143,0.00031347962382445143,0.0
413739,0,0.00031347962382445143,0.00031347962382445143,0.0
413741,0,0.00031347962382445143,0.00031347962382445143,0.0
202359,0,0.00031347962382445143,0.00031347962382445143,0.0
202361,0,0.00031347962382445143,0.00031347962382445143,0.0
111997,0,0.00031347962382445143,0.00031347962382445143,0.0
111999,0,0.00031347962382445143,0.00031347962382445143,0.0
120790,0,0.00031347962382445143,0.00031347962382445143,0.0
120793,0,0.00031347962382445143,0.00031347962382445143,0.0
